position COMBINED_rate.cM.Mb. Genetic_Map.cM.
1703 0 1703
1706 0 1706
1709 0 1709
1715 0 1715
1719 0 1719
1721 0 1721
1733 0 1733
1734 0 1734
1736 0 1736
1738 0 1738
1780 0 1780
1809 0 1809
1811 0 1811
1822 0 1822
1824 0 1824
1842 0 1842
1850 0 1850
1888 0 1888
2000 0 2000
2010 0 2010
2083 0 2083
2092 0 2092
2098 0 2098
2141 0 2141
2158 0 2158
2217 0 2217
2218 0 2218
2220 0 2220
2245 0 2245
2259 0 2259
2281 0 2281
2283 0 2283
2294 0 2294
2308 0 2308
2315 0 2315
2332 0 2332
2352 0 2352
2355 0 2355
2358 0 2358
2361 0 2361
2380 0 2380
2387 0 2387
2389 0 2389
2404 0 2404
2416 0 2416
2442 0 2442
2483 0 2483
2581 0 2581
2626 0 2626
2639 0 2639
2702 0 2702
2706 0 2706
2707 0 2707
2755 0 2755
2757 0 2757
2758 0 2758
2768 0 2768
2772 0 2772
2789 0 2789
2831 0 2831
2831 0 2831
2833 0 2833
2835 0 2835
2836 0 2836
2850 0 2850
2863 0 2863
2885 0 2885
2887 0 2887
3010 0 3010
3027 0 3027
3105 0 3105
3116 0 3116
3197 0 3197
3200 0 3200
3200 0 3200
3203 0 3203
3204 0 3204
3206 0 3206
3210 0 3210
3212 0 3212
3221 0 3221
3275 0 3275
3290 0 3290
3308 0 3308
3316 0 3316
3330 0 3330
3333 0 3333
3336 0 3336
3337 0 3337
3338 0 3338
3348 0 3348
3357 0 3357
3360 0 3360
3384 0 3384
3394 0 3394
3396 0 3396
3397 0 3397
3398 0 3398
3421 0 3421
3423 0 3423
3434 0 3434
3438 0 3438
3447 0 3447
3450 0 3450
3456 0 3456
3480 0 3480
3483 0 3483
3497 0 3497
3498 0 3498
3504 0 3504
3505 0 3505
3511 0 3511
3513 0 3513
3516 0 3516
3531 0 3531
3537 0 3537
3540 0 3540
3549 0 3549
3552 0 3552
3552 0 3552
3571 0 3571
3579 0 3579
3588 0 3588
3591 0 3591
3594 0 3594
3606 0 3606
3618 0 3618
3630 0 3630
3644 0 3644
3645 0 3645
3654 0 3654
3663 0 3663
3666 0 3666
3672 0 3672
3687 0 3687
3693 0 3693
3705 0 3705
3714 0 3714
3720 0 3720
3736 0 3736
3738 0 3738
3741 0 3741
3744 0 3744
3745 0 3745
3753 0 3753
3756 0 3756
3768 0 3768
3777 0 3777
3780 0 3780
3796 0 3796
3796 0 3796
3816 0 3816
3826 0 3826
3834 0 3834
3843 0 3843
3847 0 3847
3849 0 3849
3861 0 3861
3866 0 3866
3882 0 3882
3915 0 3915
3918 0 3918
3921 0 3921
3921 0 3921
3927 0 3927
3970 0 3970
3981 0 3981
3990 0 3990
3992 0 3992
3999 0 3999
4017 0 4017
4023 0 4023
4024 0 4024
4025 0 4025
4038 0 4038
4044 0 4044
4047 0 4047
4048 0 4048
4071 0 4071
4080 0 4080
4086 0 4086
4092 0 4092
4093 0 4093
4104 0 4104
4113 0 4113
4117 0 4117
4129 0 4129
4131 0 4131
4136 0 4136
4140 0 4140
4158 0 4158
4164 0 4164
4170 0 4170
4188 0 4188
4197 0 4197
4203 0 4203
4204 0 4204
4216 0 4216
4218 0 4218
4219 0 4219
4225 0 4225
4232 0 4232
4248 0 4248
4295 0 4295
4312 0 4312
4313 0 4313
4336 0 4336
4342 0 4342
4343 0 4343
4363 0 4363
4370 0 4370
4385 0 4385
4386 0 4386
4388 0 4388
4394 0 4394
4418 0 4418
4452 0 4452
4454 0 4454
4454 0 4454
4491 0 4491
4502 0 4502
4506 0 4506
4529 0 4529
4541 0 4541
4553 0 4553
4561 0 4561
4562 0 4562
4562 0 4562
4580 0 4580
4586 0 4586
4589 0 4589
4592 0 4592
4596 0 4596
4639 0 4639
4640 0 4640
4643 0 4643
4646 0 4646
4655 0 4655
4659 0 4659
4688 0 4688
4696 0 4696
4697 0 4697
4703 0 4703
4706 0 4706
4715 0 4715
4722 0 4722
4727 0 4727
4732 0 4732
4733 0 4733
4736 0 4736
4742 0 4742
4745 0 4745
4755 0 4755
4767 0 4767
4769 0 4769
4769 0 4769
4772 0 4772
4775 0 4775
4793 0 4793
4811 0 4811
4820 0 4820
4823 0 4823
4824 0 4824
4833 0 4833
4850 0 4850
4853 0 4853
4856 0 4856
4859 0 4859
4883 0 4883
4904 0 4904
4907 0 4907
4916 0 4916
4917 0 4917
4924 0 4924
4928 0 4928
4937 0 4937
4949 0 4949
4958 0 4958
4959 0 4959
4960 0 4960
4964 0 4964
4973 0 4973
4991 0 4991
5004 0 5004
5027 0 5027
5036 0 5036
5046 0 5046
5048 0 5048
5054 0 5054
5063 0 5063
5074 0 5074
5076 0 5076
5081 0 5081
5082 0 5082
5087 0 5087
5090 0 5090
5093 0 5093
5096 0 5096
5108 0 5108
5111 0 5111
5120 0 5120
5147 0 5147
5153 0 5153
5178 0 5178
5186 0 5186
5187 0 5187
5196 0 5196
5198 0 5198
5201 0 5201
5231 0 5231
5237 0 5237
5240 0 5240
5252 0 5252
5255 0 5255
5261 0 5261
5262 0 5262
5263 0 5263
5285 0 5285
5291 0 5291
5300 0 5300
5301 0 5301
5315 0 5315
5319 0 5319
5331 0 5331
5348 0 5348
5351 0 5351
5360 0 5360
5375 0 5375
5378 0 5378
5390 0 5390
5393 0 5393
5414 0 5414
5417 0 5417
5426 0 5426
5442 0 5442
5460 0 5460
5465 0 5465
5471 0 5471
5480 0 5480
5483 0 5483
5492 0 5492
5493 0 5493
5495 0 5495
5498 0 5498
5510 0 5510
5553 0 5553
5557 0 5557
5558 0 5558
5563 0 5563
5567 0 5567
5580 0 5580
5581 0 5581
5582 0 5582
5585 0 5585
5586 0 5586
5601 0 5601
5603 0 5603
5628 0 5628
5633 0 5633
5655 0 5655
5656 0 5656
5744 0 5744
5746 0 5746
5747 0 5747
5773 0 5773
5774 0 5774
5774 0 5774
5811 0 5811
5814 0 5814
5821 0 5821
5823 0 5823
5824 0 5824
5836 0 5836
5839 0 5839
5843 0 5843
5892 0 5892
5894 0 5894
5894 0 5894
5911 0 5911
5913 0 5913
5951 0 5951
5964 0 5964
5978 0 5978
5984 0 5984
5985 0 5985
5999 0 5999
6023 0 6023
6026 0 6026
6040 0 6040
6045 0 6045
6047 0 6047
6071 0 6071
6077 0 6077
6146 0 6146
6150 0 6150
6152 0 6152
6164 0 6164
6173 0 6173
6179 0 6179
6182 0 6182
6185 0 6185
6216 0 6216
6221 0 6221
6221 0 6221
6227 0 6227
6228 0 6228
6231 0 6231
6239 0 6239
6248 0 6248
6249 0 6249
6253 0 6253
6260 0 6260
6261 0 6261
6266 0 6266
6267 0 6267
6272 0 6272
6281 0 6281
6284 0 6284
6285 0 6285
6293 0 6293
6296 0 6296
6297 0 6297
6338 0 6338
6340 0 6340
6351 0 6351
6359 0 6359
6365 0 6365
6366 0 6366
6371 0 6371
6374 0 6374
6378 0 6378
6383 0 6383
6392 0 6392
6401 0 6401
6413 0 6413
6446 0 6446
6455 0 6455
6464 0 6464
6480 0 6480
6497 0 6497
6515 0 6515
6518 0 6518
6524 0 6524
6528 0 6528
6531 0 6531
6548 0 6548
6554 0 6554
6557 0 6557
6587 0 6587
6599 0 6599
6620 0 6620
6629 0 6629
6644 0 6644
6647 0 6647
6653 0 6653
6663 0 6663
6671 0 6671
6680 0 6680
6692 0 6692
6713 0 6713
6719 0 6719
6734 0 6734
6752 0 6752
6755 0 6755
6776 0 6776
6791 0 6791
6806 0 6806
6815 0 6815
6827 0 6827
6881 0 6881
6899 0 6899
6915 0 6915
6917 0 6917
6929 0 6929
6938 0 6938
6941 0 6941
6956 0 6956
6960 0 6960
6962 0 6962
6989 0 6989
7013 0 7013
7022 0 7022
7028 0 7028
7055 0 7055
7076 0 7076
7080 0 7080
7094 0 7094
7142 0 7142
7146 0 7146
7148 0 7148
7154 0 7154
7175 0 7175
7184 0 7184
7193 0 7193
7196 0 7196
7196 0 7196
7202 0 7202
7226 0 7226
7229 0 7229
7241 0 7241
7250 0 7250
7256 0 7256
7257 0 7257
7258 0 7258
7269 0 7269
7270 0 7270
7271 0 7271
7274 0 7274
7283 0 7283
7299 0 7299
7309 0 7309
7337 0 7337
7364 0 7364
7385 0 7385
7388 0 7388
7389 0 7389
7403 0 7403
7424 0 7424
7433 0 7433
7444 0 7444
7476 0 7476
7493 0 7493
7498 0 7498
7521 0 7521
7547 0 7547
7581 0 7581
7598 0 7598
7600 0 7600
7609 0 7609
7624 0 7624
7624 0 7624
7642 0 7642
7645 0 7645
7648 0 7648
7657 0 7657
7660 0 7660
7664 0 7664
7673 0 7673
7684 0 7684
7697 0 7697
7702 0 7702
7705 0 7705
7711 0 7711
7738 0 7738
7741 0 7741
7744 0 7744
7757 0 7757
7759 0 7759
7762 0 7762
7765 0 7765
7768 0 7768
7771 0 7771
7775 0 7775
7783 0 7783
7789 0 7789
7805 0 7805
7819 0 7819
7828 0 7828
7830 0 7830
7843 0 7843
7844 0 7844
7849 0 7849
7852 0 7852
7853 0 7853
7859 0 7859
7861 0 7861
7864 0 7864
7867 0 7867
7870 0 7870
7873 0 7873
7897 0 7897
7912 0 7912
7930 0 7930
7933 0 7933
7948 0 7948
7960 0 7960
7961 0 7961
7963 0 7963
7967 0 7967
7972 0 7972
7999 0 7999
8014 0 8014
8014 0 8014
8020 0 8020
8027 0 8027
8047 0 8047
8080 0 8080
8080 0 8080
8087 0 8087
8093 0 8093
8104 0 8104
8108 0 8108
8110 0 8110
8113 0 8113
8116 0 8116
8119 0 8119
8137 0 8137
8143 0 8143
8149 0 8149
8152 0 8152
8155 0 8155
8158 0 8158
8167 0 8167
8179 0 8179
8188 0 8188
8191 0 8191
8200 0 8200
8206 0 8206
8222 0 8222
8227 0 8227
8248 0 8248
8251 0 8251
8260 0 8260
8269 0 8269
8277 0 8277
8279 0 8279
8284 0 8284
8286 0 8286
8292 0 8292
8308 0 8308
8311 0 8311
8337 0 8337
8348 0 8348
8360 0 8360
8383 0 8383
8387 0 8387
8388 0 8388
8389 0 8389
8392 0 8392
8393 0 8393
8395 0 8395
8396 0 8396
8404 0 8404
8406 0 8406
8410 0 8410
8414 0 8414
8420 0 8420
8428 0 8428
8440 0 8440
8448 0 8448
8459 0 8459
8468 0 8468
8472 0 8472
8473 0 8473
8479 0 8479
8485 0 8485
8502 0 8502
8503 0 8503
8512 0 8512
8519 0 8519
8521 0 8521
8527 0 8527
8545 0 8545
8557 0 8557
8562 0 8562
8563 0 8563
8566 0 8566
8567 0 8567
8572 0 8572
8573 0 8573
8575 0 8575
8577 0 8577
8584 0 8584
8594 0 8594
8598 0 8598
8602 0 8602
8603 0 8603
8614 0 8614
8616 0 8616
8618 0 8618
8619 0 8619
8650 0 8650
8655 0 8655
8659 0 8659
8679 0 8679
8684 0 8684
8697 0 8697
8701 0 8701
8703 0 8703
8705 0 8705
8715 0 8715
8718 0 8718
8723 0 8723
8730 0 8730
8764 0 8764
8768 0 8768
8772 0 8772
8784 0 8784
8790 0 8790
8793 0 8793
8794 0 8794
8812 0 8812
8817 0 8817
8818 0 8818
8836 0 8836
8838 0 8838
8839 0 8839
8843 0 8843
8853 0 8853
8854 0 8854
8856 0 8856
8860 0 8860
8860 0 8860
8860 0 8860
8865 0 8865
8869 0 8869
8870 0 8870
8877 0 8877
8886 0 8886
8887 0 8887
8898 0 8898
8901 0 8901
8911 0 8911
8922 0 8922
8928 0 8928
8932 0 8932
8937 0 8937
8938 0 8938
8943 0 8943
8946 0 8946
8950 0 8950
8964 0 8964
8994 0 8994
9006 0 9006
9007 0 9007
9033 0 9033
9039 0 9039
9041 0 9041
9042 0 9042
9052 0 9052
9053 0 9053
9055 0 9055
9064 0 9064
9066 0 9066
9070 0 9070
9072 0 9072
9077 0 9077
9080 0 9080
9090 0 9090
9093 0 9093
9108 0 9108
9110 0 9110
9111 0 9111
9117 0 9117
9123 0 9123
9126 0 9126
9127 0 9127
9128 0 9128
9136 0 9136
9150 0 9150
9156 0 9156
9165 0 9165
9180 0 9180
9181 0 9181
9192 0 9192
9196 0 9196
9201 0 9201
9210 0 9210
9221 0 9221
9230 0 9230
9233 0 9233
9242 0 9242
9254 0 9254
9266 0 9266
9296 0 9296
9299 0 9299
9300 0 9300
9305 0 9305
9311 0 9311
9329 0 9329
9335 0 9335
9336 0 9336
9347 0 9347
9356 0 9356
9365 0 9365
9377 0 9377
9380 0 9380
9389 0 9389
9431 0 9431
9438 0 9438
9449 0 9449
9452 0 9452
9458 0 9458
9468 0 9468
9477 0 9477
9494 0 9494
9509 0 9509
9512 0 9512
9530 0 9530
9531 0 9531
9536 0 9536
9540 0 9540
9545 0 9545
9548 0 9548
9554 0 9554
9575 0 9575
9581 0 9581
9612 0 9612
9615 0 9615
9620 0 9620
9632 0 9632
9647 0 9647
9650 0 9650
9656 0 9656
9667 0 9667
9698 0 9698
9716 0 9716
9755 0 9755
9758 0 9758
9770 0 9770
9785 0 9785
9804 0 9804
9812 0 9812
9818 0 9818
9824 0 9824
9824 0 9824
9833 0 9833
9852 0 9852
9855 0 9855
9861 0 9861
9887 0 9887
9899 0 9899
9932 0 9932
9938 0 9938
9941 0 9941
9944 0 9944
9947 0 9947
9948 0 9948
9950 0 9950
9962 0 9962
9966 0 9966
9986 0 9986
10007 0 10007
10031 0 10031
10034 0 10034
10042 0 10042
10044 0 10044
10070 0 10070
10084 0 10084
10086 0 10086
10097 0 10097
10097 0 10097
10101 0 10101
10115 0 10115
10118 0 10118
10142 0 10142
10143 0 10143
10166 0 10166
10172 0 10172
10181 0 10181
10192 0 10192
10203 0 10203
10208 0 10208
10211 0 10211
10217 0 10217
10232 0 10232
10237 0 10237
10238 0 10238
10245 0 10245
10256 0 10256
10268 0 10268
10274 0 10274
10283 0 10283
10286 0 10286
10289 0 10289
10295 0 10295
10304 0 10304
10310 0 10310
10316 0 10316
10319 0 10319
10320 0 10320
10321 0 10321
10325 0 10325
10345 0 10345
10365 0 10365
10370 0 10370
10373 0 10373
10394 0 10394
10397 0 10397
10398 0 10398
10400 0 10400
10410 0 10410
10410 0 10410
10411 0 10411
10427 0 10427
10454 0 10454
10463 0 10463
10493 0 10493
10497 0 10497
10499 0 10499
10506 0 10506
10514 0 10514
10535 0 10535
10550 0 10550
10583 0 10583
10586 0 10586
10589 0 10589
10595 0 10595
10598 0 10598
10607 0 10607
10609 0 10609
10619 0 10619
10632 0 10632
10640 0 10640
10646 0 10646
10652 0 10652
10658 0 10658
10664 0 10664
10667 0 10667
10679 0 10679
10685 0 10685
10688 0 10688
10724 0 10724
10733 0 10733
10750 0 10750
10754 0 10754
10754 0 10754
10771 0 10771
10790 0 10790
10792 0 10792
10793 0 10793
10801 0 10801
10810 0 10810
10816 0 10816
10819 0 10819
10822 0 10822
10825 0 10825
10828 0 10828
10834 0 10834
10861 0 10861
10873 0 10873
10876 0 10876
10885 0 10885
10899 0 10899
10907 0 10907
10915 0 10915
10920 0 10920
10927 0 10927
10939 0 10939
10976 0 10976
10978 0 10978
10993 0 10993
11002 0 11002
11009 0 11009
11016 0 11016
11017 0 11017
11020 0 11020
11024 0 11024
11025 0 11025
11050 0 11050
11061 0 11061
11065 0 11065
11083 0 11083
11084 0 11084
11087 0 11087
11101 0 11101
11143 0 11143
11149 0 11149
11150 0 11150
11151 0 11151
11152 0 11152
11155 0 11155
11164 0 11164
11167 0 11167
11172 0 11172
11176 0 11176
11191 0 11191
11197 0 11197
11204 0 11204
11215 0 11215
11251 0 11251
11252 0 11252
11253 0 11253
11257 0 11257
11260 0 11260
11287 0 11287
11293 0 11293
11296 0 11296
11299 0 11299
11302 0 11302
11314 0 11314
11332 0 11332
11339 0 11339
11348 0 11348
11353 0 11353
11359 0 11359
11362 0 11362
11365 0 11365
11377 0 11377
11380 0 11380
11383 0 11383
11386 0 11386
11404 0 11404
11410 0 11410
11437 0 11437
11440 0 11440
11447 0 11447
11467 0 11467
11470 0 11470
11482 0 11482
11485 0 11485
11506 0 11506
11518 0 11518
11536 0 11536
11554 0 11554
11560 0 11560
11569 0 11569
11590 0 11590
11611 0 11611
11617 0 11617
11641 0 11641
11647 0 11647
11653 0 11653
11654 0 11654
11665 0 11665
11674 0 11674
11696 0 11696
11719 0 11719
11732 0 11732
11761 0 11761
11778 0 11778
11800 0 11800
11809 0 11809
11812 0 11812
11827 0 11827
11840 0 11840
11854 0 11854
11864 0 11864
11869 0 11869
11887 0 11887
11893 0 11893
11899 0 11899
11914 0 11914
11923 0 11923
11928 0 11928
11929 0 11929
11935 0 11935
11938 0 11938
11944 0 11944
11947 0 11947
11959 0 11959
11963 0 11963
11969 0 11969
11974 0 11974
11984 0 11984
12007 0 12007
12019 0 12019
12026 0 12026
12030 0 12030
12049 0 12049
12061 0 12061
12070 0 12070
12083 0 12083
12084 0 12084
12091 0 12091
12106 0 12106
12121 0 12121
12127 0 12127
12130 0 12130
12135 0 12135
12136 0 12136
12142 0 12142
12161 0 12161
12171 0 12171
12172 0 12172
12189 0 12189
12192 0 12192
12234 0 12234
12235 0 12235
12236 0 12236
12248 0 12248
12279 0 12279
12280 0 12280
12285 0 12285
12308 0 12308
12311 0 12311
12338 0 12338
12346 0 12346
12354 0 12354
12358 0 12358
12361 0 12361
12362 0 12362
12366 0 12366
12372 0 12372
12373 0 12373
12397 0 12397
12403 0 12403
12405 0 12405
12406 0 12406
12408 0 12408
12414 0 12414
12432 0 12432
12441 0 12441
12477 0 12477
12501 0 12501
12507 0 12507
12519 0 12519
12535 0 12535
12542 0 12542
12549 0 12549
12557 0 12557
12561 0 12561
12570 0 12570
12609 0 12609
12612 0 12612
12616 0 12616
12618 0 12618
12621 0 12621
12624 0 12624
12630 0 12630
12633 0 12633
12633 0 12633
12634 0 12634
12642 0 12642
12651 0 12651
12654 0 12654
12669 0 12669
12672 0 12672
12681 0 12681
12693 0 12693
12696 0 12696
12705 0 12705
12714 0 12714
12715 0 12715
12720 0 12720
12732 0 12732
12738 0 12738
12738 0 12738
12753 0 12753
12768 0 12768
12771 0 12771
12798 0 12798
12804 0 12804
12810 0 12810
12811 0 12811
12813 0 12813
12816 0 12816
12822 0 12822
12879 0 12879
12880 0 12880
12882 0 12882
12923 0 12923
12930 0 12930
12930 0 12930
12937 0 12937
12940 0 12940
12948 0 12948
12950 0 12950
12950 0 12950
12954 0 12954
12957 0 12957
12972 0 12972
12973 0 12973
13020 0 13020
13095 0 13095
13101 0 13101
13104 0 13104
13105 0 13105
13111 0 13111
13117 0 13117
13129 0 13129
13135 0 13135
13145 0 13145
13149 0 13149
13152 0 13152
13167 0 13167
13183 0 13183
13188 0 13188
13191 0 13191
13194 0 13194
13197 0 13197
13203 0 13203
13212 0 13212
13215 0 13215
13254 0 13254
13260 0 13260
13263 0 13263
13269 0 13269
13276 0 13276
13281 0 13281
13308 0 13308
13326 0 13326
13350 0 13350
13359 0 13359
13368 0 13368
13386 0 13386
13392 0 13392
13395 0 13395
13401 0 13401
13404 0 13404
13422 0 13422
13431 0 13431
13434 0 13434
13437 0 13437
13470 0 13470
13474 0 13474
13485 0 13485
13488 0 13488
13500 0 13500
13506 0 13506
13542 0 13542
13563 0 13563
13590 0 13590
13602 0 13602
13617 0 13617
13626 0 13626
13630 0 13630
13635 0 13635
13637 0 13637
13650 0 13650
13651 0 13651
13656 0 13656
13674 0 13674
13680 0 13680
13681 0 13681
13708 0 13708
13710 0 13710
13711 0 13711
13722 0 13722
13734 0 13734
13740 0 13740
13743 0 13743
13748 0 13748
13753 0 13753
13759 0 13759
13768 0 13768
13780 0 13780
13782 0 13782
13789 0 13789
13803 0 13803
13810 0 13810
13812 0 13812
13819 0 13819
13827 0 13827
13830 0 13830
13855 0 13855
13874 0 13874
13879 0 13879
13880 0 13880
13886 0 13886
13889 0 13889
13899 0 13899
13914 0 13914
13924 0 13924
13926 0 13926
13928 0 13928
13933 0 13933
13934 0 13934
13948 0 13948
13958 0 13958
13965 0 13965
13966 0 13966
13967 0 13967
13980 0 13980
13981 0 13981
14000 0 14000
14002 0 14002
14007 0 14007
14016 0 14016
14020 0 14020
14025 0 14025
14034 0 14034
14037 0 14037
14040 0 14040
14053 0 14053
14059 0 14059
14067 0 14067
14070 0 14070
14088 0 14088
14094 0 14094
14109 0 14109
14110 0 14110
14115 0 14115
14118 0 14118
14128 0 14128
14129 0 14129
14130 0 14130
14133 0 14133
14137 0 14137
14139 0 14139
14148 0 14148
14152 0 14152
14167 0 14167
14178 0 14178
14179 0 14179
14180 0 14180
14182 0 14182
14198 0 14198
14200 0 14200
14203 0 14203
14212 0 14212
14218 0 14218
14221 0 14221
14224 0 14224
14227 0 14227
14233 0 14233
14239 0 14239
14260 0 14260
14280 0 14280
14281 0 14281
14284 0 14284
14290 0 14290
14302 0 14302
14305 0 14305
14308 0 14308
14311 0 14311
14315 0 14315
14318 0 14318
14319 0 14319
14323 0 14323
14325 0 14325
14356 0 14356
14364 0 14364
14365 0 14365
14370 0 14370
14371 0 14371
14374 0 14374
14384 0 14384
14393 0 14393
14417 0 14417
14440 0 14440
14443 0 14443
14470 0 14470
14470 0 14470
14476 0 14476
14484 0 14484
14502 0 14502
14527 0 14527
14544 0 14544
14560 0 14560
14566 0 14566
14569 0 14569
14571 0 14571
14577 0 14577
14581 0 14581
14582 0 14582
14587 0 14587
14605 0 14605
14620 0 14620
14632 0 14632
14634 0 14634
14659 0 14659
14668 0 14668
14687 0 14687
14693 0 14693
14727 0 14727
14755 0 14755
14766 0 14766
14769 0 14769
14770 0 14770
14783 0 14783
14788 0 14788
14793 0 14793
14794 0 14794
14798 0 14798
14812 0 14812
14831 0 14831
14839 0 14839
14861 0 14861
14866 0 14866
14869 0 14869
14870 0 14870
14872 0 14872
14890 0 14890
14893 0 14893
14902 0 14902
14905 0 14905
14911 0 14911
14914 0 14914
14926 0 14926
14927 0 14927
14935 0 14935
14944 0 14944
14953 0 14953
14956 0 14956
14971 0 14971
14974 0 14974
14978 0 14978
14979 0 14979
15001 0 15001
15010 0 15010
15016 0 15016
15025 0 15025
15040 0 15040
15043 0 15043
15049 0 15049
15055 0 15055
15061 0 15061
15067 0 15067
15071 0 15071
15074 0 15074
15077 0 15077
15080 0 15080
15097 0 15097
15106 0 15106
15110 0 15110
15115 0 15115
15119 0 15119
15136 0 15136
15148 0 15148
15172 0 15172
15178 0 15178
15184 0 15184
15191 0 15191
15204 0 15204
15208 0 15208
15211 0 15211
15217 0 15217
15218 0 15218
15221 0 15221
15226 0 15226
15229 0 15229
15235 0 15235
15236 0 15236
15244 0 15244
15257 0 15257
15261 0 15261
15262 0 15262
15287 0 15287
15289 0 15289
15295 0 15295
15299 0 15299
15301 0 15301
15310 0 15310
15311 0 15311
15313 0 15313
15314 0 15314
15317 0 15317
15323 0 15323
15326 0 15326
15346 0 15346
15355 0 15355
15385 0 15385
15402 0 15402
15412 0 15412
15431 0 15431
15440 0 15440
15445 0 15445
15449 0 15449
15451 0 15451
15452 0 15452
15454 0 15454
15458 0 15458
15463 0 15463
15466 0 15466
15470 0 15470
15479 0 15479
15487 0 15487
15497 0 15497
15511 0 15511
15514 0 15514
15519 0 15519
15530 0 15530
15535 0 15535
15550 0 15550
15553 0 15553
15562 0 15562
15565 0 15565
15596 0 15596
15601 0 15601
15607 0 15607
15613 0 15613
15617 0 15617
15622 0 15622
15625 0 15625
15626 0 15626
15629 0 15629
15632 0 15632
15651 0 15651
15663 0 15663
15670 0 15670
15671 0 15671
15672 0 15672
15674 0 15674
15679 0 15679
15691 0 15691
15692 0 15692
15693 0 15693
15697 0 15697
15719 0 15719
15721 0 15721
15724 0 15724
15731 0 15731
15734 0 15734
15735 0 15735
15746 0 15746
15758 0 15758
15766 0 15766
15773 0 15773
15775 0 15775
15777 0 15777
15784 0 15784
15790 0 15790
15799 0 15799
15803 0 15803
15812 0 15812
15817 0 15817
15824 0 15824
15833 0 15833
15849 0 15849
15852 0 15852
15860 0 15860
15874 0 15874
15883 0 15883
15884 0 15884
15884 0 15884
15900 0 15900
15904 0 15904
15905 0 15905
15907 0 15907
15908 0 15908
15924 0 15924
15927 0 15927
15928 0 15928
15930 0 15930
15938 0 15938
15939 0 15939
15940 0 15940
15941 0 15941
15942 0 15942
15946 0 15946
15951 0 15951
15954 0 15954
15954 0 15954
15968 0 15968
15978 0 15978
16000 0 16000
16017 0 16017
16037 0 16037
16038 0 16038
16041 0 16041
16042 0 16042
16048 0 16048
16051 0 16051
16066 0 16066
16067 0 16067
16069 0 16069
16071 0 16071
16075 0 16075
16077 0 16077
16086 0 16086
16092 0 16092
16093 0 16093
16104 0 16104
16108 0 16108
16111 0 16111
16111 0 16111
16114 0 16114
16114 0 16114
16124 0 16124
16126 0 16126
16129 0 16129
16129 0 16129
16134 0 16134
16136 0 16136
16140 0 16140
16142 0 16142
16144 0 16144
16145 0 16145
16146 0 16146
16147 0 16147
16147 0 16147
16148 0 16148
16150 0 16150
16153 0 16153
16154 0 16154
16157 0 16157
16158 0 16158
16162 0 16162
16163 0 16163
